,Model,Threshold,PC,PCS,AUC,AUC+
0,f1,30,0.04438276099999999,0.08298185912932096,0.7988594805677803,0.8162771958098307
1,f2,30,0.04438276099999999,0.08298185912932096,0.7988594805677803,0.8162771958098307
2,f3,30,0.04438276099999999,0.08298185912932096,0.7988594805677803,0.8162771958098307
3,f4,30,0.04438276099999999,0.08298185912932096,0.7988594805677803,0.8162771958098307
