model,lat,lon,variable,lead_time,pc,pcs,tw_pc,tw_pcs,qw_pc,qw_pcs
pangu_operational,-87.18750000000003,0.0,mean_sea_level_pressure,7,313.90819050720415,0.42943759248545155,28.219712461150955,0.2917752668933244,12.034112848125865,0.402532547935554
graphcast_operational,-87.18750000000003,0.0,mean_sea_level_pressure,7,309.54550694100067,0.43736724616774403,27.52013728255208,0.3093323715177361,11.254321869748981,0.4412474689998213
hres,-87.18750000000003,0.0,mean_sea_level_pressure,7,333.223863949731,0.3943292471940278,30.5668778237278,0.2328689061443736,13.229836008869114,0.3431675013185137
pangu_operational,-87.18750000000003,5.625,mean_sea_level_pressure,7,311.83999169018955,0.43468781014390584,27.238336814922732,0.3042235103268194,11.975132018037053,0.40019835196557446
graphcast_operational,-87.18750000000003,5.625,mean_sea_level_pressure,7,310.86214613570485,0.4364604756982841,27.865009497705344,0.28821577379124347,11.249636112704918,0.43653645988831047
hres,-87.18750000000003,5.625,mean_sea_level_pressure,7,330.12692388430673,0.4015367520375523,29.83953053728014,0.23777857833999516,12.933861553214651,0.3521782086926101
pangu_operational,-87.18750000000003,11.25,mean_sea_level_pressure,7,310.5967856754077,0.4399339588703892,25.36429317086108,0.30563278558086926,11.832506279798498,0.4035406643464166
graphcast_operational,-87.18750000000003,11.25,mean_sea_level_pressure,7,311.64731296987065,0.43803965509764076,26.27245474362833,0.28077115757188015,11.324058013266322,0.4291707978193026
hres,-87.18750000000003,11.25,mean_sea_level_pressure,7,329.44773793597375,0.405942048164874,28.10302035795551,0.2306580029150789,12.84921442771304,0.35228989362051927
pangu_operational,-87.18750000000003,16.875,mean_sea_level_pressure,7,313.18238114081714,0.44034389528230633,23.608336521665812,0.300321410140102,11.838198778144218,0.40207199075513594
graphcast_operational,-87.18750000000003,16.875,mean_sea_level_pressure,7,313.42711775470667,0.43990655158655856,24.40356459109247,0.2767532924235983,11.484827278176237,0.41992020579692196
hres,-87.18750000000003,16.875,mean_sea_level_pressure,7,329.95344248837733,0.4103740520504907,25.876812162162736,0.2330907589750862,12.857701459667442,0.3505785819851792
pangu_operational,-87.18750000000003,22.5,mean_sea_level_pressure,7,310.2704508030225,0.4439452290363947,22.86534789713542,0.3063024420497492,11.659804849235831,0.4069656992905355
graphcast_operational,-87.18750000000003,22.5,mean_sea_level_pressure,7,316.2374080010246,0.4332514777961546,23.13169422099129,0.2982219267101601,11.462813877070538,0.4169849410303987
hres,-87.18750000000003,22.5,mean_sea_level_pressure,7,331.92342078030015,0.4051396088742583,24.92512459622609,0.24381215882685384,12.739591341391302,0.35204621859846263
pangu_operational,-87.18750000000003,28.125,mean_sea_level_pressure,7,305.66238662774293,0.43765340479161224,25.61483507536074,0.32858725872999595,11.326921251579584,0.4104113081100874
graphcast_operational,-87.18750000000003,28.125,mean_sea_level_pressure,7,315.28276275351135,0.419954185013097,25.2071675919036,0.33927298603564987,11.101011934042019,0.42217033565644224
hres,-87.18750000000003,28.125,mean_sea_level_pressure,7,328.4021359411501,0.395817637089319,28.037285649323344,0.2650902978606346,12.543200002273315,0.34710158946125236
pangu_operational,-87.18750000000003,33.75,mean_sea_level_pressure,7,299.50649249187796,0.43558447413998186,24.444430866920683,0.33254363515557717,11.085039891094619,0.41000223045529893
