model,lat,lon,variable,lead_time,pc,pcs,tw_pc,tw_pcs,qw_pc,qw_pcs
pangu_operational,-87.18750000000003,0.0,10m_wind_speed,3,0.4432351162057439,0.600389790391813,0.05397298658790485,0.44193892707212146,0.015133117461500284,0.6197338932855608
graphcast_operational,-87.18750000000003,0.0,10m_wind_speed,3,0.3874176129580043,0.6507135200718438,0.04684425672507677,0.5156474039855402,0.01364956173507471,0.6570127924692215
hres,-87.18750000000003,0.0,10m_wind_speed,3,0.39266501113057334,0.6459825910299657,0.04623423561606772,0.521954800631968,0.01296703698736007,0.6741633253458738
pangu_operational,-87.18750000000003,5.625,10m_wind_speed,3,0.4339750172989039,0.6038142458425486,0.05552048682968994,0.4467067588197998,0.01474946805418972,0.622387498134095
graphcast_operational,-87.18750000000003,5.625,10m_wind_speed,3,0.38267903751725774,0.6506435231625364,0.04898783518453634,0.5118083493972683,0.013666751768988347,0.6501069524061908
hres,-87.18750000000003,5.625,10m_wind_speed,3,0.3841758516647041,0.6492770471715207,0.047450175481071895,0.5271320032364682,0.012926125904857469,0.6690682860945345
pangu_operational,-87.18750000000003,11.25,10m_wind_speed,3,0.42594655046261265,0.6043151556862179,0.05234390161701499,0.4410791178506445,0.014898777034678108,0.6077077206000661
graphcast_operational,-87.18750000000003,11.25,10m_wind_speed,3,0.3693584970656706,0.656882866527098,0.04556572954180462,0.5134554940588182,0.013597444092048322,0.6419724703264514
hres,-87.18750000000003,11.25,10m_wind_speed,3,0.37641784942695417,0.6503250513810501,0.04248048796623262,0.546399273368193,0.01323497872853508,0.651516365327039
pangu_operational,-87.18750000000003,16.875,10m_wind_speed,3,0.41579184576386263,0.6099707243103868,0.04611375173172013,0.4482016165208192,0.015367022480405427,0.5895359848866567
graphcast_operational,-87.18750000000003,16.875,10m_wind_speed,3,0.3548601628084656,0.6671270644641555,0.040565683465140764,0.5145899494142538,0.013174315177659528,0.6481047443585102
