model,lat,lon,variable,lead_time,pc,pcs,tw_pc,tw_pcs,qw_pc,qw_pcs
pangu_operational,-87.18750000000003,0.0,mean_sea_level_pressure,10,420.5096103395876,0.23575841791889007,33.25665592688055,0.16536389908043186,16.393717050151576,0.1889740472490603
graphcast_operational,-87.18750000000003,0.0,mean_sea_level_pressure,10,404.870510119194,0.2641811944759029,33.63513634678108,0.1558652464607963,15.546803787525635,0.23087233264811569
hres,-87.18750000000003,0.0,mean_sea_level_pressure,10,427.80320277249825,0.22250291439905126,36.253832606365265,0.09014431407368322,16.529443015144754,0.1822594455675207
pangu_operational,-87.18750000000003,5.625,mean_sea_level_pressure,10,420.2017128586493,0.23874548488853392,33.24594929270192,0.15076504861940754,16.263315408331216,0.18835505010525827
graphcast_operational,-87.18750000000003,5.625,mean_sea_level_pressure,10,403.8615058806459,0.2683480685030498,32.88281432876537,0.16004097275465093,15.233871602747193,0.23973097469531282
hres,-87.18750000000003,5.625,mean_sea_level_pressure,10,425.64749757179595,0.22887967978982304,35.34638523196294,0.09711148628458355,16.08693288200139,0.1971576824806929
pangu_operational,-87.18750000000003,11.25,mean_sea_level_pressure,10,420.5741624113623,0.2425725566279659,31.400532797120473,0.14038604022045767,16.15182781165687,0.18882823355216624
graphcast_operational,-87.18750000000003,11.25,mean_sea_level_pressure,10,400.92080344153436,0.27796701203825724,30.250397597421447,0.1718718840971507,14.868725271313618,0.2532677859248565
hres,-87.18750000000003,11.25,mean_sea_level_pressure,10,425.41694117093573,0.23385101863892419,32.49976148244322,0.11029380169066438,15.713167891585577,0.21085846730548125
pangu_operational,-87.18750000000003,16.875,mean_sea_level_pressure,10,422.6056228883944,0.2462204144712956,29.378747490821382,0.129304150787431,16.04951540281337,0.19247847453115316
graphcast_operational,-87.18750000000003,16.875,mean_sea_level_pressure,10,401.03657490909967,0.2846919992433117,27.72129546963584,0.1784259384186465,14.691551334838202,0.2608036038687632
hres,-87.18750000000003,16.875,mean_sea_level_pressure,10,431.1719159463158,0.23094116478553686,29.741229353291498,0.11856130161844665,15.519431200168647,0.2191493361243679
pangu_operational,-87.18750000000003,22.5,mean_sea_level_pressure,10,423.81754920047814,0.24205392291083075,28.98241286708077,0.120720615323827,15.89651812417821,0.1947587796414711
graphcast_operational,-87.18750000000003,22.5,mean_sea_level_pressure,10,402.64959663577963,0.2799102283816396,26.931478817452184,0.18294262690855384,14.589856887327107,0.26094795897860096
hres,-87.18750000000003,22.5,mean_sea_level_pressure,10,433.81048346010493,0.22418277685993582,29.06738190681566,0.11814279251392988,15.516472709496693,0.21401005411045976
pangu_operational,-87.18750000000003,28.125,mean_sea_level_pressure,10,423.8018889926998,0.22147911651510582,33.65322243460767,0.11788591339676058,15.797273484897982,0.18127037346692795
graphcast_operational,-87.18750000000003,28.125,mean_sea_level_pressure,10,401.1836452415258,0.2630286602179277,30.792662445707396,0.19286655653385382,14.428940687692126,0.2521873327194403
hres,-87.18750000000003,28.125,mean_sea_level_pressure,10,429.9041157448023,0.2102693718545438,33.41343474546405,0.12417119852208948,15.16146213446681,0.21422274274645262
pangu_operational,-87.18750000000003,33.75,mean_sea_level_pressure,10,421.8213847746649,0.20565610167467757,32.447459274419394,0.11402074272109465,15.775208215996429,0.1641312786851327
graphcast_operational,-87.18750000000003,33.75,mean_sea_level_pressure,10,400.0665841610528,0.24662318810140793,29.862829976872014,0.1845941557583255,14.300818086279047,0.2422536448416979
hres,-87.18750000000003,33.75,mean_sea_level_pressure,10,430.18423263147844,0.18990778400407995,32.48744405914874,0.11292895647128821,15.169599936251304,0.19622017484911145
pangu_operational,-87.18750000000003,39.375,mean_sea_level_pressure,10,418.5423979194416,0.19850699222991666,32.675034764760504,0.1054132547847705,15.735342532669497,0.1596091176777987
graphcast_operational,-87.18750000000003,39.375,mean_sea_level_pressure,10,398.680804313802,0.23654119970142617,30.591423442601606,0.16245898050176322,14.484773401959545,0.22639933168046447
hres,-87.18750000000003,39.375,mean_sea_level_pressure,10,432.22065098122647,0.17231365018851996,32.97321123101307,0.09724969149049853,15.574853511515979,0.16818049194627802
pangu_operational,-87.18750000000003,45.0,mean_sea_level_pressure,10,420.46579145212183,0.19813897793572735,35.26257774537868,0.11086441819065658,16.226736299393796,0.14993843852986008
graphcast_operational,-87.18750000000003,45.0,mean_sea_level_pressure,10,402.5491405980084,0.23230742696990767,34.06650724964779,0.14102298583099432,14.978520552467572,0.2153280650885515
hres,-87.18750000000003,45.0,mean_sea_level_pressure,10,436.57308657563823,0.16742111124358186,36.03614253904116,0.09135920822425093,16.045351695440583,0.1594405390643262
pangu_operational,-87.18750000000003,50.625,mean_sea_level_pressure,10,425.2569135575798,0.20281130418251908,37.15754357056864,0.11124108179968609,16.669595815669837,0.14938692196108241
graphcast_operational,-87.18750000000003,50.625,mean_sea_level_pressure,10,408.8699403404414,0.23353040454488805,36.55847806115523,0.1255699303433531,15.467361152044923,0.2107343318838693
hres,-87.18750000000003,50.625,mean_sea_level_pressure,10,442.31830931414356,0.17082792802005406,38.09092186480746,0.08891591701897629,16.499961925066188,0.15804296901955084
pangu_operational,-87.18750000000003,56.25,mean_sea_level_pressure,10,430.24192405119743,0.20353980675761518,34.92549529812372,0.11210085048043829,16.833126068498135,0.14869560197917442
graphcast_operational,-87.18750000000003,56.25,mean_sea_level_pressure,10,411.96090368021044,0.23738147630075265,34.785561949485576,0.11565832905546392,15.729851828018289,0.2044916679815113
hres,-87.18750000000003,56.25,mean_sea_level_pressure,10,442.8333840423071,0.18023060303499144,35.94753517589865,0.08611787356041768,16.648660669655058,0.15802460032913973
pangu_operational,-87.18750000000003,61.87499999999999,mean_sea_level_pressure,10,430.25794890535343,0.20509877367894214,33.14169574824966,0.1216406053726188,16.762835352138854,0.14433565492688294
graphcast_operational,-87.18750000000003,61.87499999999999,mean_sea_level_pressure,10,409.9016218368767,0.2427070721224514,33.51936958330131,0.11163105837651824,15.605226878575419,0.2034261533762614
hres,-87.18750000000003,61.87499999999999,mean_sea_level_pressure,10,441.4369042171385,0.18444566242571814,34.33901847857966,0.08990777925005064,16.552925063193754,0.15505059342870386
pangu_operational,-87.18750000000003,67.5,mean_sea_level_pressure,10,429.41249627016094,0.20607059540743639,32.69209990500128,0.12729014424733945,16.659841426699128,0.14339421094491236
graphcast_operational,-87.18750000000003,67.5,mean_sea_level_pressure,10,409.5058533138981,0.2428754609550828,33.46074546965719,0.10677128611938042,15.588315613761544,0.19848928604048333
hres,-87.18750000000003,67.5,mean_sea_level_pressure,10,439.4136239499338,0.18757977501207276,33.90379567094646,0.09494413893758703,16.520863435173343,0.1505400984142521
pangu_operational,-87.18750000000003,73.125,mean_sea_level_pressure,10,430.2498253838158,0.20644770294005807,31.876329233179643,0.12564650835156752,16.70487677150574,0.138315257614748
graphcast_operational,-87.18750000000003,73.125,mean_sea_level_pressure,10,409.0989849656656,0.24545828936760275,32.53310276561432,0.10763150332681058,15.540748518186499,0.19836428208740003
hres,-87.18750000000003,73.125,mean_sea_level_pressure,10,438.3156309177446,0.1915711402282007,33.03573327293587,0.09384457272163371,16.469459289617497,0.15045875648687837
pangu_operational,-87.18750000000003,78.75,mean_sea_level_pressure,10,431.8922795509519,0.20658296970930942,30.55952070581455,0.12040625860214349,16.854162115703993,0.13271983123868217
graphcast_operational,-87.18750000000003,78.75,mean_sea_level_pressure,10,408.67382445560116,0.24923693358392332,31.11863638813823,0.1043132491723284,15.618469229828401,0.19630602005318193
hres,-87.18750000000003,78.75,mean_sea_level_pressure,10,434.7284655584764,0.20137269301304214,30.89340351077954,0.11079612013057749,16.354477727427017,0.1584325517890831
pangu_operational,-87.18750000000003,84.375,mean_sea_level_pressure,10,432.5621025895342,0.21278386223263637,31.981889562286543,0.12858633048746723,17.102399763650546,0.13292239644805753
graphcast_operational,-87.18750000000003,84.375,mean_sea_level_pressure,10,408.9942063498015,0.25567487867184036,32.96035028928663,0.1019261154639467,15.591394156431448,0.20952913813150806
hres,-87.18750000000003,84.375,mean_sea_level_pressure,10,436.23198550488814,0.20610507313532897,32.61683272973232,0.11128597197055541,16.306278532562764,0.17328508815963695
pangu_operational,-87.18750000000003,90.0,mean_sea_level_pressure,10,435.5841459436795,0.21913017197019544,34.351243037493596,0.13631054178953733,17.307959880101617,0.13984153714806344
graphcast_operational,-87.18750000000003,90.0,mean_sea_level_pressure,10,411.33837943300676,0.2625954534822728,35.64007315246115,0.10390563048817113,15.645012325456818,0.22248550109965184
hres,-87.18750000000003,90.0,mean_sea_level_pressure,10,437.4026580119856,0.2158701331940553,35.125077720617746,0.11685410297937637,16.36213359922517,0.18684652707867744
pangu_operational,-87.18750000000003,95.625,mean_sea_level_pressure,10,436.51564482147586,0.2240962844316067,34.626404533469945,0.1412494407568777,17.3614886600602,0.14529700467090614
graphcast_operational,-87.18750000000003,95.625,mean_sea_level_pressure,10,412.8626968955878,0.266139245314138,36.08535653903048,0.10506676838403717,15.706851968387138,0.22675447437555096
hres,-87.18750000000003,95.625,mean_sea_level_pressure,10,439.05260149472764,0.2195868604685386,35.4709585451887,0.1203041176820125,16.324282027183664,0.19635850252126993
pangu_operational,-87.18750000000003,101.25,mean_sea_level_pressure,10,439.964771744653,0.22843684122630128,32.70923230756916,0.14014604441087194,17.452922303588213,0.14990585815533256
graphcast_operational,-87.18750000000003,101.25,mean_sea_level_pressure,10,418.8401851729637,0.26548288170451634,34.36630117382813,0.09658533941057003,15.958967140176759,0.22267318677247572
hres,-87.18750000000003,101.25,mean_sea_level_pressure,10,441.76085006346057,0.22528707117637461,33.77584646137509,0.11210709838445763,16.431889480394048,0.19963816123503125
pangu_operational,-87.18750000000003,106.875,mean_sea_level_pressure,10,448.09664991235485,0.2244262215383721,33.45462273644552,0.12138873578904594,17.772240234289633,0.1401906834544025
graphcast_operational,-87.18750000000003,106.875,mean_sea_level_pressure,10,425.1320410299586,0.2641737815464579,34.65990110764601,0.08973477986824181,16.291293721802443,0.21183790361100605
hres,-87.18750000000003,106.875,mean_sea_level_pressure,10,449.125590426048,0.22264531270503596,34.663257086802005,0.0896466425392949,16.712178023554916,0.19147579736756493
pangu_operational,-87.18750000000003,112.5,mean_sea_level_pressure,10,454.35370273565576,0.2159202189042916,34.871615542862024,0.11200808816054575,18.014643741728584,0.1305207485967468
graphcast_operational,-87.18750000000003,112.5,mean_sea_level_pressure,10,433.73534456420765,0.2515013920394154,36.06453224098147,0.08163093577062362,16.73640937450906,0.19221490567594202
hres,-87.18750000000003,112.5,mean_sea_level_pressure,10,453.6191675873569,0.2171878087903596,35.58574409503074,0.09382308673553308,16.87912233387766,0.18532684511497038
pangu_operational,-87.18750000000003,118.125,mean_sea_level_pressure,10,458.67038806146473,0.20468014372557433,40.78295027087603,0.1088036897717772,18.182607962826598,0.12896484379920203
graphcast_operational,-87.18750000000003,118.125,mean_sea_level_pressure,10,436.1068150991291,0.24380466118414965,41.779214391030564,0.08703314835686311,17.240431072105558,0.17409968896859682
hres,-87.18750000000003,118.125,mean_sea_level_pressure,10,454.82835794798075,0.21134210167444592,41.78349685798754,0.08693956712437798,17.22694334669572,0.17474581646764265
pangu_operational,-87.18750000000003,123.74999999999999,mean_sea_level_pressure,10,468.10235679614925,0.19245218385926474,43.924064173401206,0.11237319153583109,18.467167019403213,0.12782497206305088
graphcast_operational,-87.18750000000003,123.74999999999999,mean_sea_level_pressure,10,444.04739585015375,0.2339506529382163,45.20337393224898,0.08652062848974662,17.656196014141504,0.16612584725560356
hres,-87.18750000000003,123.74999999999999,mean_sea_level_pressure,10,462.01115369932546,0.20296043635381875,45.29138452663935,0.08474209172453843,17.58444155934086,0.1695146964253001
pangu_operational,-87.18750000000003,129.375,mean_sea_level_pressure,10,469.5386259999253,0.18577852266520667,41.91693376490992,0.09448408094487218,18.63669335790217,0.12175628288051497
graphcast_operational,-87.18750000000003,129.375,mean_sea_level_pressure,10,447.6630409032723,0.22371272068145806,42.3401815386676,0.08534081681702081,18.145946890240797,0.1448824348027086
hres,-87.18750000000003,129.375,mean_sea_level_pressure,10,466.16885275267884,0.19162200731104,42.50636779412141,0.08175075699333301,17.80768245211109,0.16082295664353194
pangu_operational,-87.18750000000003,135.0,mean_sea_level_pressure,10,472.4374615471098,0.18113346311200537,46.55940297347806,0.07753967413722704,19.41817152943564,0.10675237680700851
graphcast_operational,-87.18750000000003,135.0,mean_sea_level_pressure,10,456.16346295893095,0.209340863984879,46.918634517578134,0.07042238254696528,19.147174119001892,0.1192184214288955
hres,-87.18750000000003,135.0,mean_sea_level_pressure,10,471.90748848210166,0.18205205497592317,47.0127497373954,0.06855772039932695,18.4557432081092,0.1510246611060363
pangu_operational,-87.18750000000003,140.625,mean_sea_level_pressure,10,465.32737481696125,0.18258462070741735,47.27410898262466,0.09157492647704671,19.378557723552788,0.1113104572694806
graphcast_operational,-87.18750000000003,140.625,mean_sea_level_pressure,10,457.54799056055754,0.19625024339963984,48.56645702923282,0.06674100798502897,19.347438087741207,0.11273758591929348
hres,-87.18750000000003,140.625,mean_sea_level_pressure,10,472.2192985591061,0.17047795180155967,49.121616745528094,0.056072990819906424,18.939702044494975,0.1314361270076657
pangu_operational,-87.18750000000003,146.25,mean_sea_level_pressure,10,455.4274539009029,0.1855598174337271,47.92921194713755,0.09511369911361774,19.11559783905398,0.1149824521173438
graphcast_operational,-87.18750000000003,146.25,mean_sea_level_pressure,10,453.1197322706518,0.1896867123096403,49.94102440789361,0.05713140268657626,19.098989072724557,0.11575140790800137
hres,-87.18750000000003,146.25,mean_sea_level_pressure,10,470.20296713495776,0.15913679090605432,50.18853992486339,0.05245839865701293,19.171387212164916,0.11239950521689807
pangu_operational,-87.18750000000003,151.875,mean_sea_level_pressure,10,428.67959713471225,0.1951190994008762,41.54066613160648,0.09116121156813904,17.550801378063134,0.11586567194906895
graphcast_operational,-87.18750000000003,151.875,mean_sea_level_pressure,10,429.57275522513237,0.1934421222529089,42.920802142887645,0.06096619407876859,17.529988675130245,0.116914126929905
hres,-87.18750000000003,151.875,mean_sea_level_pressure,10,446.2436926708397,0.16214107775529557,43.202585580643785,0.05480125398466638,17.850628692548252,0.10076165387528747
pangu_operational,-87.18750000000003,157.5,mean_sea_level_pressure,10,410.82568633188185,0.1996053962309152,34.620353117529035,0.09825643570780929,16.56411322831286,0.11456725697140284
graphcast_operational,-87.18750000000003,157.5,mean_sea_level_pressure,10,412.99321994195054,0.19538248061802532,35.721984343162994,0.06956265362631554,16.65184735068736,0.10987743968021955
hres,-87.18750000000003,157.5,mean_sea_level_pressure,10,428.32410183233014,0.16551396084351397,36.167859372812075,0.05794911123696673,16.896423528122895,0.09680364860663283
pangu_operational,-87.18750000000003,163.125,mean_sea_level_pressure,10,396.9171286059917,0.20502699636331265,35.07354815748805,0.11492141921493676,15.87321468299611,0.12409566116384994
graphcast_operational,-87.18750000000003,163.125,mean_sea_level_pressure,10,401.6995579863495,0.19544841691894355,36.76593589712474,0.07221413074757674,16.01972973906039,0.11601077250868672
